"person_gender","person_education","loan_int_rate","loan_percent_income","credit_score","loan_status"
"male","Bachelor",15.95,0.25,612,0
"female","Master",10.75,0.24,692,0
"female","Associate",12.99,0.06,475,0
"female","Associate",7.29,0.06,578,0
"male","Master",5.79,0.07,689,0
"female","High School",14.91,0.13,552,0
"male","Bachelor",10.37,0.04,668,0
"female","Associate",6.92,0.04,695,0
"male","Associate",13.8,0.04,607,0
"male","High School",11.89,0.24,634,0
"male","Associate",12.21,0.24,663,0
"male","Bachelor",12.42,0.23,573,1
"female","Bachelor",11.48,0.09,668,0
"male","Bachelor",11.01,0.1,701,1
"female","Master",7.74,0.03,662,0
"female","Master",8.94,0.05,646,1
"male","Master",17.26,0.07,638,1
"female","Associate",17.26,0.12,671,1
"female","Bachelor",9.99,0.23,717,0
"male","Master",15.58,0.23,614,0
"female","Associate",7.51,0.26,644,1
"female","Bachelor",11.01,0.26,707,1
"male","Bachelor",11.36,0.23,659,0
"male","Associate",16.89,0.1,619,1
"male","Bachelor",14.96,0.22,668,0
"female","Master",11.01,0.22,640,0
"male","High School",7.9,0.03,574,0
"male","Bachelor",16.29,0.02,630,1
"female","Bachelor",11.49,0.08,644,0
"female","High School",8.49,0.07,517,0
"male","Master",19.69,0.04,684,0
"male","Associate",8.49,0.01,567,0
"male","Associate",11.01,0.22,673,0
"male","Associate",10.37,0.21,666,0
"male","High School",16,0.24,691,1
"male","Associate",14.46,0.23,622,1
"female","Doctorate",11.66,0.21,631,0
"female","Master",15.37,0.21,672,1
"male","High School",9.32,0.2,682,1
"male","Associate",15.27,0.27,598,1
"male","Master",9.62,0.2,610,0
"female","Associate",12.84,0.1,673,0
"male","Associate",12.73,0.2,710,0
"male","Associate",14.83,0.19,591,0
"male","Master",11.01,0.12,606,0
"male","Master",7.68,0.03,676,0
"male","Bachelor",15.28,0.12,678,0
"male","Associate",11.01,0.06,703,0
"male","Master",16.89,0.22,689,1
"male","Associate",13.49,0.19,628,0
"female","Doctorate",14.96,0.07,688,0
"male","Bachelor",15.65,0.08,595,1
"male","High School",15.95,0.03,574,1
"female","High School",7.51,0.06,684,0
"female","High School",8.9,0.21,613,1
"female","Bachelor",11.01,0.06,668,1
"male","Bachelor",15.99,0.05,646,1
"female","Bachelor",7.49,0.03,643,0
"female","Bachelor",15.99,0.04,618,0
"male","Bachelor",12.99,0.17,574,0
"female","Bachelor",13.49,0.05,665,0
"male","High School",7.49,0.19,595,1
"female","Associate",16.63,0.2,577,1
"male","High School",11.01,0.3,646,1
"female","Master",11.36,0.17,637,0
"female","High School",14.61,0.19,626,1
"female","Associate",11.36,0.17,666,0
"male","Associate",5.79,0.32,621,1
"male","Associate",15.31,0.18,670,1
"male","Master",11.14,0.05,656,0
"male","Bachelor",15.27,0.12,699,0
"female","Associate",15.7,0.2,700,1
"female","Doctorate",7.74,0.33,685,1
"male","Master",15.21,0.15,643,0
"male","Associate",17.19,0.17,646,1
"female","Associate",13.11,0.15,675,0
"female","Bachelor",15.58,0.15,660,0
"female","Associate",16.07,0.14,672,0
"male","Bachelor",8.49,0.14,630,0
"female","High School",17.56,0.14,628,0
"female","Bachelor",11.36,0.14,590,0
"female","Associate",7.9,0.15,709,1
"female","Bachelor",15.62,0.03,560,0
"male","Associate",12.99,0.18,606,0
"male","Bachelor",12.61,0.08,698,0
"female","Master",12.53,0.14,627,0
"male","Associate",5.42,0.36,561,1
"male","Associate",13.24,0.15,637,1
"male","Associate",7.14,0.3,524,1
"male","High School",15.37,0.15,611,1
"male","Associate",9.88,0.13,698,0
"male","Bachelor",15.95,0.14,591,1
"male","High School",9.91,0.13,678,0
"female","Master",15.2,0.12,699,0
"male","Associate",16.32,0.12,435,0
"male","High School",11.01,0.29,672,1
"male","High School",15.21,0.12,697,0
"male","High School",10.74,0.12,598,0
"female","Bachelor",6.99,0.1,622,0
"male","Bachelor",17.04,0.13,527,1
"male","High School",10.99,0.02,658,0
"female","Associate",11.36,0.04,617,0
"female","Associate",19.42,0.12,654,1
"female","Bachelor",16.77,0.06,679,1
"male","High School",14.46,0.12,653,1
"male","Bachelor",12.53,0.09,627,0
"female","Associate",18.3,0.09,677,1
"female","Doctorate",12.53,0.09,589,0
"male","Associate",14.11,0.08,629,1
"female","Associate",5.99,0.14,678,1
"male","High School",14.72,0.11,606,1
"female","Doctorate",18.36,0.26,675,1
"male","Bachelor",11.12,0.62,671,1
"male","Bachelor",12.61,0.55,655,1
"male","Associate",8.49,0.08,670,0
"male","Bachelor",11.01,0.02,647,0
"female","Master",13.43,0.08,654,0
"female","Bachelor",11.01,0.04,604,0
"male","Master",12.23,0.04,670,0
"male","Bachelor",13.72,0.08,683,0
"female","High School",15.31,0.27,587,1
"female","High School",13.98,0.24,534,1
"male","Associate",9.88,0.24,633,1
"male","Associate",15.65,0.08,658,1
"female","Bachelor",11.89,0.04,602,0
"male","Bachelor",11.78,0.01,700,0
"male","Associate",13.04,0.08,655,0
"male","High School",15.65,0.19,633,0
"male","Bachelor",12.53,0.17,538,0
"female","Bachelor",16,0.19,705,1
"male","High School",16.7,0.16,611,0
"female","Associate",14.84,0.15,608,1
"female","Master",15.31,0.19,555,1
"male","Bachelor",14.59,0.16,627,1
"male","High School",11.01,0.14,640,0
"female","Master",13.23,0.14,698,0
"female","Associate",11.83,0.12,621,0
"male","Bachelor",11.01,0.09,655,0
"male","Master",17.14,0.42,702,1
"female","Master",15.2,0.4,594,1
"female","Associate",10.75,0.34,540,1
"female","Bachelor",8.63,0.07,649,0
"male","Doctorate",16.45,0.36,540,1
"male","High School",16.29,0.18,526,1
"male","High School",14.74,0.11,608,0
"male","High School",7.9,0.3,640,1
"male","Associate",11.01,0.12,568,0
"male","Associate",17.43,0.33,572,1
"female","Master",7.49,0.29,639,1
"female","Bachelor",7.9,0.22,653,1
"female","Bachelor",7.66,0.27,604,1
"male","Associate",14.96,0.27,668,1
"female","High School",13.85,0.27,597,1
"female","Master",11.01,0.1,651,1
"female","High School",10.99,0.26,662,1
"male","High School",10.99,0.25,575,1
"male","Associate",13.92,0.25,590,0
"female","Bachelor",7.9,0.23,608,0
"male","Associate",11.01,0.23,660,0
"male","Bachelor",11.49,0.22,609,0
"male","Associate",13.67,0.21,672,0
"female","Associate",16.82,0.23,699,1
"male","Master",12.69,0.2,713,0
"male","Bachelor",16.69,0.19,694,0
"female","Bachelor",9.25,0.19,566,0
"female","Bachelor",13.11,0.19,681,0
"female","Bachelor",18.39,0.18,563,0
"male","Associate",11.01,0.16,681,0
"female","Associate",9.25,0.16,614,0
"female","Bachelor",7.88,0.09,664,0
"female","Associate",7.88,0.21,674,1
"male","Bachelor",15.65,0.14,632,1
"male","Bachelor",11.01,0.1,672,0
"male","High School",16.29,0.26,545,1
"female","Bachelor",11.12,0.48,581,1
"male","Master",11.36,0.42,723,1
"female","Bachelor",14.72,0.33,669,1
"female","Associate",13.57,0.28,563,1
"female","High School",11.36,0.25,603,0
"female","Associate",11.58,0.22,707,0
"male","Bachelor",10.51,0.25,703,1
"female","High School",12.18,0.26,696,1
"male","High School",6.54,0.21,615,0
"male","Associate",12.18,0.17,647,0
"female","Bachelor",13.49,0.36,584,1
"male","Associate",6.54,0.37,679,1
"male","Associate",14.46,0.41,684,1
"female","Associate",11.01,0.27,679,1
"male","Associate",14.96,0.4,600,1
"female","Bachelor",11.01,0.47,494,1
"female","Associate",12.99,0.27,681,1
"male","High School",12.69,0.25,695,1
"female","Associate",13.67,0.31,661,1
"male","Bachelor",10.62,0.24,459,0
"female","Bachelor",13.67,0.26,654,1
"male","High School",15.58,0.33,625,1
"male","Master",9.76,0.23,639,0
"female","Master",11.58,0.21,672,0
"male","Associate",12.69,0.2,671,0
"male","Master",6.91,0.1,702,0
"female","Bachelor",15.62,0.3,576,1
"female","High School",16.77,0.06,458,0
"female","Associate",11.01,0.25,554,1
"male","Associate",6.91,0.21,708,0
"female","Master",18.64,0.22,640,1
"female","Bachelor",19.03,0.15,667,0
"male","Bachelor",6.91,0.27,598,1
"female","Bachelor",10.62,0.14,633,0
"female","Bachelor",11.99,0.25,686,1
"male","Bachelor",19.41,0.43,671,1
"female","Bachelor",11.01,0.36,680,1
"male","Associate",16.29,0.3,660,1
"male","High School",13.61,0.19,684,1
"male","Associate",10.37,0.26,540,1
"female","Bachelor",12.69,0.25,637,1
"male","High School",11.01,0.24,628,1
"male","Master",11.99,0.24,590,1
"female","Associate",10.99,0.22,657,0
"male","Bachelor",14.54,0.19,602,0
"female","Master",11.71,0.21,588,1
"male","Bachelor",12.42,0.19,621,1
"male","Master",11.01,0.17,649,1
"female","Master",10.65,0.15,594,0
"female","High School",12.62,0.12,536,0
"male","Master",18.79,0.13,719,1
"female","High School",11.03,0.51,614,1
"male","Bachelor",12.53,0.41,706,1
"female","High School",16.82,0.29,619,1
"female","Master",14.61,0.31,628,1
"male","High School",6.54,0.34,655,1
"male","Bachelor",11.49,0.23,587,0
"male","Associate",14.74,0.54,589,1
"male","High School",17.58,0.31,625,1
"female","Associate",13.11,0.41,717,1
"male","Associate",6.91,0.41,498,1
"male","Associate",13.57,0.39,703,1
"female","Master",11.01,0.45,629,1
"female","Bachelor",11.86,0.36,652,1
"female","Associate",6.99,0.15,660,0
"male","Bachelor",7.66,0.22,649,0
"female","Master",5.42,0.26,548,0
"female","Bachelor",5.79,0.2,683,0
"male","High School",13.49,0.33,628,1
"male","Associate",11.01,0.33,545,1
"male","Associate",11.01,0.4,623,1
"male","Bachelor",11.83,0.2,619,0
"female","Master",11.01,0.32,698,1
"male","Bachelor",11.83,0.2,718,0
"male","Bachelor",8.59,0.2,544,0
"male","Bachelor",10.37,0.31,580,1
"female","High School",13.04,0.31,567,1
"male","Bachelor",7.9,0.3,674,1
"male","High School",11.11,0.3,653,1
"male","High School",10.99,0.3,599,1
"female","High School",6.62,0.3,651,1
"female","Master",13.48,0.3,629,1
"female","Bachelor",11.83,0.3,630,1
"male","Master",12.18,0.29,691,1
"male","Master",11.71,0.29,701,1
"male","Master",12.53,0.29,697,1
"male","Bachelor",15.65,0.32,679,1
"male","Associate",9.91,0.28,623,1
"male","Master",14.72,0.28,696,1
"male","Master",7.51,0.28,682,1
"male","Bachelor",10.99,0.27,550,1
"female","Bachelor",14.84,0.3,619,1
"male","High School",10.99,0.27,606,1
"male","High School",16,0.3,585,1
"female","Bachelor",12.21,0.27,692,1
"female","Bachelor",10.51,0.27,711,1
"female","Bachelor",13.06,0.13,599,0
"female","Bachelor",7.88,0.08,635,0
"male","Bachelor",18.25,0.29,654,1
"female","Bachelor",18.62,0.29,692,1
"male","Associate",11.03,0.43,673,0
"female","High School",6.76,0.04,598,0
"male","Bachelor",14.84,0.24,664,0
"female","High School",14.61,0.26,561,1
"female","Bachelor",8.9,0.25,641,1
"male","Associate",10.65,0.25,633,1
"male","Master",11.01,0.25,608,1
"male","Bachelor",11.99,0.25,675,1
"male","Master",10.62,0.27,718,0
"male","Associate",13.8,0.25,596,1
"male","Master",6.54,0.25,692,1
"male","Associate",20,0.28,724,1
"female","Associate",8.9,0.25,573,0
"male","Bachelor",10.62,0.25,708,0
"female","Bachelor",11.71,0.25,672,0
"male","Bachelor",14.26,0.25,641,0
"male","Master",11.01,0.24,658,0
"female","Associate",13.92,0.26,604,1
"male","High School",11.01,0.23,530,0
"female","Bachelor",11.01,0.24,625,0
"female","Bachelor",13.85,0.24,662,0
"female","Master",11.48,0.23,713,0
"male","Master",11.48,0.23,686,0
"male","High School",11.01,0.23,681,0
"male","High School",8.9,0.23,663,0
"male","Associate",9.25,0.23,693,0
"male","High School",14.59,0.29,554,1
"male","Bachelor",11.89,0.23,735,0
"male","Master",12.21,0.25,694,1
"male","Bachelor",13.79,0.23,579,0
"female","High School",9.96,0.22,637,0
"female","Master",13.49,0.22,573,0
"male","Bachelor",13.49,0.22,639,0
"male","High School",10.59,0.28,697,1
"male","Associate",11.01,0.22,654,0
"male","Bachelor",13.49,0.24,545,1
"male","Doctorate",17.14,0.24,672,1
"male","Bachelor",11.11,0.22,658,0
"female","Master",6.54,0.22,696,0
"male","Master",11.12,0.08,608,0
"male","High School",7.51,0.29,648,1
"male","Bachelor",11.83,0.22,562,0
"male","Bachelor",12.18,0.22,579,0
"male","Bachelor",13.16,0.22,657,0
"female","High School",7.49,0.16,657,0
"female","Bachelor",12.42,0.21,660,0
"female","Bachelor",11.11,0.21,716,0
"male","Associate",11.48,0.21,670,0
"male","Associate",13.22,0.23,598,1
"male","Bachelor",11.49,0.3,570,0
"male","Bachelor",15.05,0.23,684,1
"female","Master",13.92,0.21,628,0
"male","Associate",7.49,0.21,630,0
"male","High School",13.98,0.21,622,0
"female","Master",14.38,0.2,672,0
"female","Associate",10.62,0.15,649,0
"male","Master",13.49,0.2,710,0
"female","Bachelor",13.92,0.19,668,0
"male","Master",13.92,0.19,622,0
"female","Associate",15.27,0.19,662,0
"female","Bachelor",10.59,0.19,693,0
"male","Master",11.83,0.23,669,1
"male","High School",14.61,0.19,582,0
"male","Bachelor",7.49,0.19,663,0
"female","Bachelor",5.42,0.3,668,0
"female","Associate",10.38,0.19,520,0
"female","Bachelor",11.99,0.18,695,0
"male","Master",6.54,0.18,668,0
"female","Associate",13.22,0.18,629,0
"male","Bachelor",13.72,0.18,673,0
"female","High School",14.84,0.2,575,1
"female","Bachelor",17.51,0.2,597,1
"male","High School",6.99,0.29,663,0
"female","Associate",15.31,0.18,612,0
"male","Associate",7.49,0.09,663,0
"female","Bachelor",14.26,0.18,669,0
"male","Doctorate",17.19,0.17,654,0
"female","Bachelor",7.88,0.17,555,0
"male","Bachelor",14.42,0.17,736,0
"male","Associate",10.95,0.17,629,0
"male","Associate",10.75,0.09,571,0
"male","Associate",13.22,0.17,676,0
"female","Bachelor",6.91,0.17,590,0
"male","Bachelor",13.57,0.07,691,0
"male","Bachelor",11.58,0.19,650,1
"female","Associate",11.89,0.22,655,0
"male","Associate",12.21,0.19,685,0
"female","Associate",12.42,0.17,599,0
"female","Associate",12.69,0.17,659,0
"female","Associate",11.12,0.17,451,0
"female","High School",13.98,0.17,642,0
"female","High School",8.59,0.29,571,0
"female","High School",11.01,0.17,538,0
"male","Associate",11.49,0.09,692,0
"male","Bachelor",7.9,0.16,610,0
"male","Bachelor",10.75,0.16,637,0
"female","High School",17.58,0.19,628,1
"male","High School",15.27,0.14,568,0
"female","Master",13.85,0.16,651,0
"female","Bachelor",14.79,0.21,584,1
"male","Master",10.62,0.16,661,0
"female","Bachelor",13.22,0.16,505,0
"female","Bachelor",14.96,0.17,663,1
"female","High School",16,0.17,612,1
"male","Associate",14.11,0.15,717,0
"male","Bachelor",17.06,0.16,546,1
"female","Bachelor",11.11,0.14,643,0
"male","High School",10.99,0.09,562,0
"male","Associate",18.17,0.16,689,1
"male","Associate",10.46,0.14,708,0
"male","High School",11.01,0.19,540,1
"female","Master",13.8,0.14,657,0
"male","High School",6.54,0.14,566,0
"male","Associate",15.31,0.15,664,1
"female","Master",14.26,0.14,582,0
"female","Associate",9.25,0.13,704,0
"female","Associate",11.01,0.15,591,1
"female","Master",11.01,0.13,705,0
"female","Bachelor",6.62,0.13,592,0
"female","Master",18.3,0.16,689,1
"male","Bachelor",12.73,0.13,701,0
"male","Associate",11.48,0.17,622,0
"male","Master",17.74,0.12,702,0
"female","Associate",13.49,0.12,668,0
"male","Master",7.9,0.12,690,0
"male","High School",10,0.12,714,0
"male","Associate",8.9,0.11,550,0
"female","Associate",10.74,0.11,630,0
"male","High School",6.54,0.11,686,0
"male","High School",11.01,0.11,674,1
"female","Bachelor",5.79,0.16,669,0
"male","Associate",13.49,0.09,656,0
"female","Associate",14.22,0.09,701,0
"male","Master",13.92,0.15,567,1
"female","Associate",11.01,0.3,637,1
"female","Doctorate",11.01,0.09,682,0
"female","Associate",12.42,0.33,698,1
"female","Bachelor",11.01,0.02,716,0
"male","Associate",7.37,0.05,631,0
"female","Bachelor",10.28,0.06,657,1
"female","Master",11.01,0.03,661,0
"female","Associate",11.01,0.08,644,1
"female","High School",14.91,0.07,680,1
"male","Bachelor",7.88,0.07,674,1
"female","High School",16.32,0.06,669,1
"female","Associate",8.9,0.06,688,0
"female","Master",16.32,0.05,564,1
"male","High School",7.29,0.05,673,0
"female","Doctorate",13.49,0.04,679,1
"female","Bachelor",10.65,0.04,695,0
"male","High School",15.33,0.17,648,0
"female","Associate",15.21,0.42,681,1
"male","Bachelor",16.82,0.35,651,1
"female","Bachelor",14.83,0.3,555,1
"male","Master",15.68,0.28,679,1
"male","Associate",7.49,0.07,679,0
"male","High School",14.09,0.27,672,1
"female","Associate",14.27,0.21,643,1
"female","Master",12.84,0.24,706,0
"male","High School",11.14,0.24,614,0
"female","Master",6.54,0.22,682,0
"female","Associate",11.01,0.19,638,0
"female","High School",15.96,0.26,651,1
"male","Bachelor",7.9,0.37,701,1
"female","Bachelor",6.62,0.23,680,0
"male","Bachelor",9.99,0.26,658,1
"male","Bachelor",13.57,0.16,712,0
"female","Bachelor",14.26,0.15,670,0
"female","Bachelor",8.9,0.2,699,0
"male","Associate",16.29,0.17,671,0
"male","Associate",16.02,0.3,608,1
"male","High School",12.99,0.25,658,1
"female","Associate",10.99,0.25,681,1
"male","Bachelor",12.87,0.25,652,0
"male","Associate",11.01,0.2,573,0
"female","High School",7.51,0.14,615,0
"male","Associate",9.91,0.24,685,0
"female","Bachelor",11.01,0.13,698,0
"female","Associate",14.27,0.33,654,1
"male","Bachelor",7.49,0.13,657,0
"female","Bachelor",11.01,0.2,584,0
"female","Bachelor",10.75,0.47,647,1
"female","Doctorate",14.65,0.35,701,1
"female","High School",7.49,0.1,588,0
"female","Associate",10.59,0.13,632,0
"male","High School",12.99,0.13,692,0
"male","Doctorate",11.99,0.32,635,0
"female","High School",13.16,0.33,611,1
"female","Associate",11.01,0.32,553,1
"male","Associate",8.49,0.3,661,1
"male","High School",7.29,0.07,631,0
"male","Associate",8.88,0.29,671,1
"male","Bachelor",13.48,0.29,611,1
"female","Associate",8.49,0.21,618,0
"male","Associate",14.96,0.29,693,1
"male","Bachelor",13.85,0.29,683,1
"male","Master",10.99,0.27,674,1
"female","High School",10.38,0.27,588,1
"male","High School",10.37,0.27,579,0
"female","Bachelor",11.01,0.26,638,1
"male","Master",8.49,0.25,659,0
"female","Associate",7.29,0.08,522,0
"male","Master",14.65,0.25,681,0
"male","Associate",10.65,0.23,685,0
"male","Associate",11.11,0.23,644,0
"female","High School",8.38,0.23,632,0
"male","High School",12.18,0.25,638,1
"female","Master",9.99,0.22,606,0
"female","High School",10.08,0.22,528,0
"female","Bachelor",10,0.22,718,0
"male","High School",10.25,0.21,561,0
"male","Bachelor",7.14,0.05,645,0
"male","High School",11.58,0.23,635,1
"male","High School",11.89,0.21,624,0
"male","Bachelor",15.95,0.21,633,0
"female","Bachelor",13.11,0.22,576,1
"female","Bachelor",8.9,0.2,679,0
"female","Bachelor",13.98,0.08,653,0
"male","High School",8.9,0.19,583,0
"female","Master",7.88,0.26,708,0
"male","Associate",10.59,0.19,567,0
"male","Master",11.49,0.19,630,0
"male","Associate",10.39,0.19,643,0
"female","Associate",10.99,0.18,539,0
"female","Associate",11.01,0.31,608,0
"male","Master",10.25,0.2,680,0
"male","Bachelor",17.04,0.2,710,1
"male","Associate",11.01,0.34,653,0
"female","Associate",7.49,0.17,629,0
"male","Bachelor",12.42,0.17,640,0
"male","Master",18.79,0.19,609,1
"male","Master",8.94,0.16,645,0
"female","Bachelor",13.49,0.15,590,0
"female","Bachelor",11.01,0.15,548,0
"female","Bachelor",7.88,0.15,686,0
"male","Bachelor",12.18,0.15,653,0
"male","Bachelor",10,0.15,639,0
"female","Master",11.58,0.17,637,1
"male","Master",16.82,0.14,564,0
"male","Master",9.91,0.14,694,0
"female","High School",8.94,0.04,670,0
"male","Bachelor",8.94,0.2,632,0
"male","High School",8.49,0.11,647,0
"male","Associate",13.99,0.14,626,1
"female","Master",11.01,0.11,591,0
